"","location","geo","year","date","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","daily_vaccinations_per_million","daily_people_vaccinated","daily_people_vaccinated_per_hundred"
"27263","High income","OWID_HIC",2021,2021-06-15,879624588,528213999,343435459,63060,8711544,8365917,72.4,43.48,28.27,0.01,6886,4321094,0.356
"27264","High income","OWID_HIC",2021,2021-06-16,889388302,532694775,348851227,64423,9763714,8397787,73.2,43.85,28.71,0.01,6912,4257552,0.35
"27265","High income","OWID_HIC",2021,2021-06-17,898477377,536856548,353692660,65775,9089075,8326109,73.95,44.19,29.11,0.01,6853,4129186,0.34
"27266","High income","OWID_HIC",2021,2021-06-18,906714557,540684657,358042215,67043,8237180,8256271,74.63,44.5,29.47,0.01,6796,4022457,0.331
"27267","High income","OWID_HIC",2021,2021-06-19,913816170,544060096,361576514,67523,7101613,8177728,75.22,44.78,29.76,0.01,6731,3909740,0.322
"27268","High income","OWID_HIC",2021,2021-06-20,919931599,546945929,364749780,67656,6115429,8155675,75.72,45.02,30.02,0.01,6713,3881555,0.319
"27269","High income","OWID_HIC",2021,2021-06-21,926600962,550530925,368402789,68582,6669363,7955417,76.27,45.31,30.32,0.01,6548,3817151,0.314
"27270","High income","OWID_HIC",2021,2021-06-22,934950583,553963507,373446563,69787,8349621,7903714,76.96,45.6,30.74,0.01,6505,3678501,0.303
"27271","High income","OWID_HIC",2021,2021-06-23,943741224,557621640,378611129,70966,8790641,7764703,77.68,45.9,31.16,0.01,6391,3560981,0.293
"27272","High income","OWID_HIC",2021,2021-06-24,951858858,561127877,383303196,72275,8117634,7625926,78.35,46.19,31.55,0.01,6277,3467333,0.285
"27273","High income","OWID_HIC",2021,2021-06-25,959137741,564183460,387504584,73599,7278883,7489026,78.95,46.44,31.9,0.01,6164,3356972,0.276
"27274","High income","OWID_HIC",2021,2021-06-26,966625912,567351461,391794625,74167,7488171,7544249,79.56,46.7,32.25,0.01,6210,3327338,0.274
"27275","High income","OWID_HIC",2021,2021-06-27,972663893,585907587,396699103,74369,6037981,7533185,80.06,48.23,32.65,0.01,6201,5565951,0.458
"27276","High income","OWID_HIC",2021,2021-06-28,980181959,589076040,401176998,75413,7518066,7654428,80.68,48.49,33.02,0.01,6300,5506445,0.453
"27277","High income","OWID_HIC",2021,2021-06-29,988329369,592311303,406200941,77586,8147410,7625541,81.35,48.75,33.43,0.01,6277,5478257,0.451
"27278","High income","OWID_HIC",2021,2021-06-30,996702087,595675422,411191485,79708,8372718,7565838,82.04,49.03,33.84,0.01,6227,5436255,0.447
"27279","High income","OWID_HIC",2021,2021-07-01,1004386138,598848334,415833611,82131,7684051,7503897,82.67,49.29,34.23,0.01,6176,5388637,0.444
"27280","High income","OWID_HIC",2021,2021-07-02,1011526573,601671525,420186367,84405,7140435,7484119,83.26,49.52,34.59,0.01,6160,5355438,0.441
"27281","High income","OWID_HIC",2021,2021-07-03,1018675343,605356335,424734985,85416,7148770,7435633,83.85,49.83,34.96,0.01,6120,5429268,0.447
"27282","High income","OWID_HIC",2021,2021-07-04,1024666243,608299141,428018078,85749,5990900,7428907,84.34,50.07,35.23,0.01,6115,3198793,0.263
"27283","High income","OWID_HIC",2021,2021-07-05,1032601121,614091869,435041591,88096,7934878,7488452,84.99,50.55,35.81,0.01,6164,3573690,0.294
"27284","High income","OWID_HIC",2021,2021-07-06,1040136606,617201001,439664262,90640,7535485,7401034,85.61,50.8,36.19,0.01,6092,3555671,0.293
"27285","High income","OWID_HIC",2021,2021-07-07,1048391732,620603541,444801028,92819,8255126,7384235,86.29,51.08,36.61,0.01,6078,3561160,0.293
"27286","High income","OWID_HIC",2021,2021-07-08,1056414137,623759772,449716824,95247,8022405,7432571,86.95,51.34,37.02,0.01,6118,3558777,0.293
"27287","High income","OWID_HIC",2021,2021-07-09,1063760953,626687847,454215584,97646,7346816,7462054,87.56,51.58,37.39,0.01,6142,3573760,0.294
"27288","High income","OWID_HIC",2021,2021-07-10,1069878226,629351411,457779415,98753,6117273,7314698,88.06,51.8,37.68,0.01,6021,3427868,0.282
"27289","High income","OWID_HIC",2021,2021-07-11,1075843454,631925685,461388629,99093,5965228,7311030,88.55,52.01,37.98,0.01,6018,3375221,0.278
"27290","High income","OWID_HIC",2021,2021-07-12,1083793575,635227885,466347090,100994,7950121,7313208,89.21,52.29,38.38,0.01,6019,3019431,0.249
"27291","High income","OWID_HIC",2021,2021-07-13,1091636650,638376183,471202346,103276,7843075,7357149,89.85,52.54,38.78,0.01,6056,3025026,0.249
"27292","High income","OWID_HIC",2021,2021-07-14,1099721484,641574473,476110783,104412,8084834,7332822,90.52,52.81,39.19,0.01,6036,2995847,0.247
"27293","High income","OWID_HIC",2021,2021-07-15,1107782170,644911413,481263908,1950692,8060686,7338290,91.18,53.08,39.61,0.16,6040,3021663,0.249
"27294","High income","OWID_HIC",2021,2021-07-16,1115034443,647722622,485798332,1982690,7252273,7324784,91.78,53.31,39.99,0.16,6029,3004968,0.247
"27295","High income","OWID_HIC",2021,2021-07-17,1121462921,649748162,490244400,1983667,6428478,7369242,92.31,53.48,40.35,0.16,6066,2913822,0.24
"27296","High income","OWID_HIC",2021,2021-07-18,1127158759,652132001,493752832,2059434,5695838,7330758,92.78,53.68,40.64,0.17,6034,2886617,0.238
"27297","High income","OWID_HIC",2021,2021-07-19,1133556585,654601757,498013805,2078449,6397826,7109001,93.3,53.88,40.99,0.17,5851,2767696,0.228
"27298","High income","OWID_HIC",2021,2021-07-20,1140788859,657512204,502354551,2110415,7232274,7021744,93.9,54.12,41.35,0.17,5780,2733717,0.225
"27299","High income","OWID_HIC",2021,2021-07-21,1148150464,660415143,506930267,2112434,7361605,6918426,94.5,54.36,41.73,0.17,5695,2691524,0.222
"27300","High income","OWID_HIC",2021,2021-07-22,1154938739,663071039,511201712,2114708,6788275,6736653,95.06,54.58,42.08,0.17,5545,2594232,0.214
"27301","High income","OWID_HIC",2021,2021-07-23,1160962104,665532402,514861099,2116905,6023365,6561094,95.56,54.78,42.38,0.17,5400,2544254,0.209
"27302","High income","OWID_HIC",2021,2021-07-24,1166168635,667163432,518532558,2118070,5206531,6386531,95.99,54.91,42.68,0.17,5257,2487896,0.205
"27303","High income","OWID_HIC",2021,2021-07-25,1171592293,669317172,521864755,2118695,5423658,6347648,96.43,55.09,42.95,0.17,5225,2455024,0.202
"27304","High income","OWID_HIC",2021,2021-07-26,1178598939,672458810,526063406,2121024,7006646,6434622,97.01,55.35,43.3,0.17,5296,2551008,0.21
"27305","High income","OWID_HIC",2021,2021-07-27,1185846844,675663782,530282490,2123713,7247905,6436855,97.61,55.61,43.65,0.17,5298,2593083,0.213
"27306","High income","OWID_HIC",2021,2021-07-28,1193388119,679039786,534572860,2126542,7541275,6462522,98.23,55.89,44,0.18,5319,2660663,0.219
"27307","High income","OWID_HIC",2021,2021-07-29,1200695639,682358127,538624318,2129493,7307520,6536700,98.83,56.16,44.33,0.18,5380,2755298,0.227
"27308","High income","OWID_HIC",2021,2021-07-30,1207382595,685537175,542214019,2136421,6686956,6631499,99.38,56.43,44.63,0.18,5458,2857825,0.235
"27309","High income","OWID_HIC",2021,2021-07-31,1212894781,687725245,545599857,2144115,5512186,6675164,99.83,56.61,44.91,0.18,5494,2937402,0.242
"27310","High income","OWID_HIC",2021,2021-08-01,1217458255,689791671,548134899,2175842,4563474,6552280,100.21,56.78,45.12,0.18,5393,2924928,0.241
"27311","High income","OWID_HIC",2021,2021-08-02,1223429252,692838531,551279373,2236529,5970997,6404330,100.7,57.03,45.38,0.18,5271,2911389,0.24
"27312","High income","OWID_HIC",2021,2021-08-03,1229779997,695809103,554827523,2317946,6350745,6276165,101.22,57.27,45.67,0.19,5166,2877903,0.237
"27313","High income","OWID_HIC",2021,2021-08-04,1241693740,703256667,559322546,2401059,11913743,6900803,102.2,57.88,46.04,0.2,5680,3459554,0.285
"27314","High income","OWID_HIC",2021,2021-08-05,1248721420,706499318,563157818,2491950,7027680,6860826,102.78,58.15,46.35,0.21,5647,3448742,0.284
"27315","High income","OWID_HIC",2021,2021-08-06,1253680764,708869588,565761525,2539464,4959344,6614024,103.19,58.35,46.57,0.21,5444,3333202,0.274
"27316","High income","OWID_HIC",2021,2021-08-07,1257718668,710441834,568294347,2568659,4037904,6403412,103.52,58.48,46.78,0.21,5271,3245227,0.267
"27317","High income","OWID_HIC",2021,2021-08-08,1261045701,711808194,570259961,2649463,3327033,6226778,103.8,58.59,46.94,0.22,5125,3145218,0.259
"27318","High income","OWID_HIC",2021,2021-08-09,1269817603,716155742,574919376,2728134,8771902,6626907,104.52,58.95,47.32,0.22,5455,3331030,0.274
"27319","High income","OWID_HIC",2021,2021-08-10,1277649123,719475948,579461649,2806131,7831520,6838447,105.16,59.22,47.7,0.23,5629,3380978,0.278
"27320","High income","OWID_HIC",2021,2021-08-11,1284702062,722647031,583254098,2941496,7052939,6144046,105.74,59.48,48.01,0.24,5057,2770052,0.228
"27321","High income","OWID_HIC",2021,2021-08-12,1291714151,725596528,587363807,3095324,7012089,6141819,106.32,59.72,48.35,0.25,5055,2728173,0.225
"27322","High income","OWID_HIC",2021,2021-08-13,1296613706,728015831,590204280,3255336,4899555,6133277,106.72,59.92,48.58,0.27,5048,2735178,0.225
"27323","High income","OWID_HIC",2021,2021-08-14,1300568541,729373413,592508277,3340634,3954835,6121410,107.05,60.03,48.77,0.27,5038,2704511,0.223
"27324","High income","OWID_HIC",2021,2021-08-15,1305624202,731708536,595179178,3471420,5055661,6368357,107.46,60.23,48.99,0.29,5242,2842906,0.234
"27325","High income","OWID_HIC",2021,2021-08-16,1312212541,734806477,598616738,3829878,6588339,6056420,108.01,60.48,49.27,0.32,4985,2664391,0.219
"27326","High income","OWID_HIC",2021,2021-08-17,1320405370,738196266,603131225,4235468,8192829,6108035,108.68,60.76,49.64,0.35,5027,2674331,0.22
"27327","High income","OWID_HIC",2021,2021-08-18,1327295941,741238068,606779750,4574089,6890571,6084840,109.25,61.01,49.94,0.38,5008,2655862,0.219
"27328","High income","OWID_HIC",2021,2021-08-19,1333842170,744093270,610521536,4894069,6546229,6018288,109.79,61.25,50.25,0.4,4954,2642392,0.217
"27329","High income","OWID_HIC",2021,2021-08-20,1339050781,746464084,613218796,5192391,5208611,6062439,110.22,61.44,50.47,0.43,4990,2635465,0.217
"27330","High income","OWID_HIC",2021,2021-08-21,1342400005,747980051,614975744,5313740,3349224,5975923,110.49,61.57,50.62,0.44,4919,2658091,0.219
"27331","High income","OWID_HIC",2021,2021-08-22,1348296806,750593444,618233010,5450726,5896801,6096086,110.98,61.78,50.89,0.45,5018,2697844,0.222
"27332","High income","OWID_HIC",2021,2021-08-23,1354148056,752969131,621648208,5748208,5851250,5990788,111.46,61.98,51.17,0.47,4931,2594665,0.214
"27333","High income","OWID_HIC",2021,2021-08-24,1363681953,756820219,627095799,6056365,9533897,6182369,112.24,62.29,51.62,0.5,5089,2660565,0.219
"27334","High income","OWID_HIC",2021,2021-08-25,1369127168,759090234,630168612,6377042,5445215,5975890,112.69,62.48,51.87,0.52,4919,2550309,0.21
"27335","High income","OWID_HIC",2021,2021-08-26,1377210927,762718901,634394999,6741094,8083759,6195537,113.36,62.78,52.22,0.55,5100,2660804,0.219
"27336","High income","OWID_HIC",2021,2021-08-27,1382549010,765017263,637186361,7041125,5338083,6214033,113.8,62.97,52.45,0.58,5115,2650454,0.218
"27337","High income","OWID_HIC",2021,2021-08-28,1385954595,766407985,639140895,7146844,3405585,6222084,114.08,63.08,52.61,0.59,5121,2632562,0.217
"27338","High income","OWID_HIC",2021,2021-08-29,1392247551,769082505,642673613,7263655,6292956,6278678,114.59,63.3,52.9,0.6,5168,2641294,0.217
"27339","High income","OWID_HIC",2021,2021-08-30,1398870789,771819883,646186665,7621626,6623238,6388962,115.14,63.53,53.19,0.63,5259,2692965,0.222
"27340","High income","OWID_HIC",2021,2021-08-31,1406182304,774653226,650355383,8311992,7311515,6071479,115.74,63.76,53.53,0.68,4997,2547572,0.21
"27341","High income","OWID_HIC",2021,2021-09-01,1412179307,777128866,653812528,8765896,5997003,6150306,116.24,63.96,53.81,0.72,5062,2576947,0.212
"27342","High income","OWID_HIC",2021,2021-09-02,1417752112,779229689,657000343,9226781,5572805,5791598,116.69,64.14,54.08,0.76,4767,2358684,0.194
"27343","High income","OWID_HIC",2021,2021-09-03,1422378176,781039436,659553068,9573541,4626064,5689881,117.07,64.29,54.29,0.79,4683,2288882,0.188
"27344","High income","OWID_HIC",2021,2021-09-04,1425136859,782125118,661143677,9674802,2758683,5597466,117.3,64.38,54.42,0.8,4607,2245305,0.185
"27345","High income","OWID_HIC",2021,2021-09-05,1428149350,783187782,663274719,9809120,3012491,5128828,117.55,64.46,54.59,0.81,4222,2015040,0.166
"27346","High income","OWID_HIC",2021,2021-09-06,1434622052,786464643,666389583,10010912,6472702,5107323,118.08,64.73,54.85,0.82,4204,2092109,0.172
"27347","High income","OWID_HIC",2021,2021-09-07,1442690912,790435423,670290260,10342531,8068860,5215515,118.75,65.06,55.17,0.85,4293,2254600,0.186
"27348","High income","OWID_HIC",2021,2021-09-08,1448029760,792809525,673022024,10689658,5338848,5121493,119.19,65.26,55.4,0.88,4215,2240094,0.184
"27349","High income","OWID_HIC",2021,2021-09-09,1453701701,795391507,675734861,11180199,5671941,5135656,119.65,65.47,55.62,0.92,4227,2308831,0.19
"27350","High income","OWID_HIC",2021,2021-09-10,1458458013,797620913,677955956,11566677,4756312,5154262,120.04,65.65,55.8,0.95,4242,2368782,0.195
"27351","High income","OWID_HIC",2021,2021-09-11,1461305294,798864140,679539342,11657370,2847281,5166919,120.28,65.75,55.93,0.96,4253,2391289,0.197
"27352","High income","OWID_HIC",2021,2021-09-12,1466687370,801208497,682485870,11830780,5382076,5505431,120.72,65.95,56.17,0.97,4531,2574388,0.212
"27353","High income","OWID_HIC",2021,2021-09-13,1472741428,804032477,685463692,12151009,6054058,5445625,121.22,66.18,56.42,1,4482,2509691,0.207
"27354","High income","OWID_HIC",2021,2021-09-14,1478510913,806804920,688211561,12504802,5769485,5117143,121.7,66.41,56.65,1.03,4212,2338500,0.192
"27355","High income","OWID_HIC",2021,2021-09-15,1483746141,808979631,691051404,12826337,5235228,5102340,122.13,66.59,56.88,1.06,4200,2310015,0.19
"27356","High income","OWID_HIC",2021,2021-09-16,1488791531,811130362,693721346,13138434,5045390,5012833,122.54,66.76,57.1,1.08,4126,2248408,0.185
"27357","High income","OWID_HIC",2021,2021-09-17,1493037647,812940026,695863177,13475314,4246116,4939948,122.89,66.91,57.28,1.11,4066,2188445,0.18
"27358","High income","OWID_HIC",2021,2021-09-18,1495675495,814110149,697216913,13596710,2637848,4910029,123.11,67.01,57.39,1.12,4041,2178001,0.179
"27359","High income","OWID_HIC",2021,2021-09-19,1497672082,814770024,698534633,13710461,1996587,4426387,123.27,67.06,57.5,1.13,3643,1937361,0.159
"27360","High income","OWID_HIC",2021,2021-09-20,1503976060,817476819,701879365,14020040,6303978,4462090,123.79,67.29,57.77,1.15,3673,1920620,0.158
"27361","High income","OWID_HIC",2021,2021-09-21,1508913485,819523251,704469635,14369813,4937425,4343225,124.2,67.45,57.98,1.18,3575,1816904,0.15
"27362","High income","OWID_HIC",2021,2021-09-22,1512048992,820699702,706060574,14809721,3135507,4043264,124.46,67.55,58.12,1.22,3328,1674296,0.138
"27363","High income","OWID_HIC",2021,2021-09-23,1517541026,823108995,708777268,15248403,5492034,4107071,124.91,67.75,58.34,1.26,3380,1711233,0.141
"27364","High income","OWID_HIC",2021,2021-09-24,1521809000,824941517,710692944,15814552,4267974,4110193,125.26,67.9,58.5,1.3,3383,1714499,0.141
"27365","High income","OWID_HIC",2021,2021-09-25,1524384818,825964093,711978829,16127793,2575818,4101332,125.47,67.98,58.6,1.33,3376,1693421,0.139
"27366","High income","OWID_HIC",2021,2021-09-26,1529572048,827948905,714961686,16398165,5187230,4557138,125.9,68.15,58.85,1.35,3751,1882697,0.155
"27367","High income","OWID_HIC",2021,2021-09-27,1535390936,830253664,717770330,17162734,5818888,4487839,126.38,68.34,59.08,1.41,3694,1825264,0.15
"27368","High income","OWID_HIC",2021,2021-09-28,1544454289,832501312,720925766,18199151,9063353,5077258,127.12,68.52,59.34,1.5,4179,1854009,0.153
"27369","High income","OWID_HIC",2021,2021-09-29,1549875803,834524203,723476956,19107459,5421514,5403830,127.57,68.69,59.55,1.57,4448,1974929,0.163
"27370","High income","OWID_HIC",2021,2021-09-30,1556332783,836543644,726174317,20922735,6456980,5541680,128.1,68.86,59.77,1.72,4561,1919236,0.158
"27371","High income","OWID_HIC",2021,2021-10-01,1561071361,837959954,728489524,21976139,4738578,5608909,128.49,68.97,59.96,1.81,4617,1859777,0.153
"27372","High income","OWID_HIC",2021,2021-10-02,1563552807,838680949,729733553,22539295,2481446,5595427,128.69,69.03,60.06,1.86,4606,1816694,0.15
"27373","High income","OWID_HIC",2021,2021-10-03,1568165596,840329759,732326099,22910547,4612789,5513364,129.07,69.17,60.28,1.89,4538,1768693,0.146
"27374","High income","OWID_HIC",2021,2021-10-04,1572941133,841760979,734610920,23850884,4775537,5364314,129.47,69.28,60.47,1.96,4415,1643902,0.135
"27375","High income","OWID_HIC",2021,2021-10-05,1578675586,843286838,737593899,25154828,5734453,4888757,129.94,69.41,60.71,2.07,4024,1540789,0.127
"27376","High income","OWID_HIC",2021,2021-10-06,1583386110,844571934,739946800,26308357,4710524,4787187,130.33,69.52,60.9,2.17,3940,1435390,0.118
"27377","High income","OWID_HIC",2021,2021-10-07,1588399314,845857036,742641502,27430951,5013204,4580933,130.74,69.62,61.13,2.26,3771,1330485,0.11
"27378","High income","OWID_HIC",2021,2021-10-08,1592943088,846774600,745211881,28562197,4543774,4553104,131.11,69.7,61.34,2.35,3748,1259235,0.104
"27379","High income","OWID_HIC",2021,2021-10-09,1595008527,847324530,746193154,29165788,2065439,4493674,131.28,69.74,61.42,2.4,3699,1234797,0.102
"27380","High income","OWID_HIC",2021,2021-10-10,1599187024,848735672,748605439,29543223,4178497,4431633,131.63,69.86,61.62,2.43,3648,1200845,0.099
"27381","High income","OWID_HIC",2021,2021-10-11,1603527935,850051530,751042844,30322424,4340911,4369543,131.99,69.97,61.82,2.5,3597,1184364,0.097
"27382","High income","OWID_HIC",2021,2021-10-12,1608972388,851458350,753992792,31375705,5444453,4328115,132.43,70.08,62.06,2.58,3562,1167359,0.096
"27383","High income","OWID_HIC",2021,2021-10-13,1613732801,852731251,756160308,32802385,4760413,4335242,132.83,70.19,62.24,2.7,3568,1165617,0.096
"27384","High income","OWID_HIC",2021,2021-10-14,1618141695,854023465,758166523,34015750,4408894,4248912,133.19,70.29,62.4,2.8,3497,1166633,0.096
"27385","High income","OWID_HIC",2021,2021-10-15,1622512842,855169598,760200457,35194785,4371147,4224251,133.55,70.39,62.57,2.9,3477,1199285,0.099
"27386","High income","OWID_HIC",2021,2021-10-16,1624916025,855771481,761343703,35871886,2403183,4272500,133.75,70.44,62.67,2.95,3517,1206707,0.099
"27387","High income","OWID_HIC",2021,2021-10-17,1628725166,857169285,763417194,36228603,3809141,4219735,134.06,70.55,62.84,2.98,3473,1204802,0.099
"27388","High income","OWID_HIC",2021,2021-10-18,1633441081,858439963,765588469,37244319,4715915,4273307,134.45,70.66,63.02,3.07,3517,1198348,0.099
"27389","High income","OWID_HIC",2021,2021-10-19,1638198397,859700434,767940360,38412654,4757316,4175144,134.84,70.76,63.21,3.16,3437,1177441,0.097
"27390","High income","OWID_HIC",2021,2021-10-20,1642569449,860830130,769921231,39722017,4371052,4119521,135.2,70.85,63.37,3.27,3391,1156983,0.095
"27391","High income","OWID_HIC",2021,2021-10-21,1647250223,861878842,771928681,41371864,4680774,4158361,135.58,70.94,63.54,3.41,3423,1122197,0.092
"27392","High income","OWID_HIC",2021,2021-10-22,1651721955,862898864,773793564,43032633,4471732,4172730,135.95,71.02,63.69,3.54,3435,1104181,0.091
"27393","High income","OWID_HIC",2021,2021-10-23,1654851317,863562335,775120880,44093574,3129362,4276470,136.21,71.08,63.8,3.63,3520,1112979,0.092
"27394","High income","OWID_HIC",2021,2021-10-24,1658836348,864805460,777162116,44678391,3985031,4301597,136.54,71.18,63.97,3.68,3541,1090882,0.09
